en_US,001760096b38d25814fa364d7ddcc5dd,{name1} and {name count others} thought a product was {sub_expression} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} piensan que un producto es {sub_expression} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,00a50d127ceac38d22bbeada2a44b20b,{name1} thought something about a content.,es_ES,{name1} piensa algo acerca de un contenído.
en_US,01eb096f45e00fce702df0fa3cc30f79,{name1} and {name2} thought something about a product.,es_ES,{name1} y {name2} piensa algo acerca de un producto.
en_US,020270fda7aca2cbc2a45408cf6ae79b,{name1} and {name2} thought {product count products} were {sub_expression} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} piensan que {product count products} son {sub_expression} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,023d9769e8eebdb53ede466611d503ba,{name} thought {number} products were {sub_expression} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name} piensa que {number} productos son {sub_expression} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,051a4a4920be4f3468229c9e158c999f,{name1} and {name count others} thought {product1} was {sub_expression} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} piensan que {product1} es {sub_expression} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,05ad2a3db9eaec7a5f9875f7d1dc3de3,You and {name count} others thought something about this.,es_ES,Usted y {name count} otros piensan algo acerca de esto.
en_US,0cd516546cdfd47f25cece8bc32097fd,{name1} thought {content1} and {content2} were {sub_expression} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} piensa que {content1} y {content2} son {sub_expression} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,12a735915796cd574bd1bafdccba6ffb,{name1} and {name2} thought a content was {sub_expression} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} piensan que un contenído es {sub_expression} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,12b40c1f68805be9b5e31edbe818fd8d,{name1} and {name2} thought something about {product1} and {product count other products}.,es_ES,{name1} y {name2} piensan acerca del {product1} y de {product count other products}.
en_US,12e1e706b42dcc1b8606a28f4952e4e9,{name1} and {name2} thought something about this.,es_ES,{name1} y {name2} piensan algo acerca de esto.
en_US,19c6e4c8537c21a0d560429db29856e6,{name1} and {name2} thought something about {content1}.,es_ES,{name1} y {name2} piensan algo acerca de {content1}.
en_US,1a0495e942cf455ae2d4b101386020ad,{name1} thought something about this.,es_ES,{name1} piensan algo acerca de esto.
en_US,1b0aa32287cdf5134a3af8ad53126f88,{name1} thought {product count products} were {sub_expression} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} piensa que {product count products} son {sub_expression} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,1d68a8e4985ff07585005a03ea33bac0,{name1} thought {product1} was {sub_expression} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} piensa que {product1} es {sub_expression} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,2251e9e382d48aa5b72371ab286456ca,{name1} and {name2} thought {content1} was {sub_expression} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} piensan que {content1} es {sub_expression} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
